Palabra,Agrado,Activacion,Imaginabilidad,stdev_agrd,stdev_act,stdev_imag
ramal_N,2,2,2.6,0,0,0.5477
peña_N,2.4,2.2,3,0.5477,0.8367,0
angel_N,3,2.4,2.8,0,0.5477,0.4472
rubio_A,2.2,2,3,0.4472,0,0
cajón_N,2,1.8,3,0,0.4472,0
restauración_N,2.6,3,2.8,0.5477,0,0.4472
lógica_N,2.4,2.6,2.6,0.5477,0.5477,0.8944
that_N,2,2.2,2.4,0,0.4472,0.5477
sien_N,2,2.2,3,0,0.4472,0
contento_A,3,2.4,3,0,0.8944,0
administrativo_N,1.8,2.4,2.2,0.4472,0.8944,0.8367
taxi_N,2,2.8,3,0,0.4472,0
petición_N,2,2.8,2,0,0.4472,1
